5170
diam	c	r	EConv0	EConv1	EConv2	OConv0	OConv1
16	8	29	-4.56	-3.06	2.70	6.78	2.88	1	
16	8	50	-0.93	-0.34	-4.79	-2.06	3.31	2	
16	8	239	-1.97	-4.48	1.14	-3.50	-3.24	11	
16	17	18	1.57	-2.88	-1.94	0.44	4.15	24	
16	17	39	3.79	2.56	1.27	0.37	-0.47	25	
16	17	375	-0.22	-0.98	-5.08	-4.18	8.75	41	
16	26	29	-5.04	-0.01	-2.28	-0.31	-2.25	48	
16	26	365	-0.79	-0.66	-4.11	9.38	-1.96	64	
16	26	386	-2.86	1.06	3.09	-6.08	-1.00	65	
16	35	18	-2.55	6.17	4.26	1.34	-0.00	71	
16	35	39	-3.20	-4.91	1.38	-4.51	-3.48	72	
16	35	354	3.66	3.77	9.59	2.45	2.67	87	
16	35	375	0.12	-0.69	4.31	-9.40	-4.55	88	
16	44	8	-2.16	2.03	3.78	-1.90	2.54	94	
16	44	29	-4.20	-4.07	1.22	-4.91	-2.83	95	
16	44	344	2.10	1.60	2.81	7.42	6.71	110	
16	44	365	3.54	7.05	3.51	-5.54	-6.96	111	
16	53	18	-4.46	-2.25	1.36	-7.53	-3.63	118	
16	53	165	5.83	5.55	7.48	-0.38	8.20	125	
16	53	333	2.77	-0.09	0.73	11.06	0.17	133	
16	53	354	4.75	9.58	0.75	-2.23	-2.26	134	
16	62	8	-2.94	-4.35	-3.56	-4.04	-4.97	141	
16	62	155	-0.23	-5.55	-3.31	2.31	7.40	148	
16	62	176	-0.72	-0.07	1.41	-4.30	-10.18	149	
16	62	323	0.01	-6.06	0.15	3.86	6.58	156	
16	62	344	7.81	5.89	1.25	-1.76	-2.27	157	
16	62	491	-3.79	-2.93	3.70	8.05	3.84	164	
16	71	144	-2.57	-0.39	-5.02	8.01	-1.96	171	
16	71	165	3.28	5.10	-0.61	-3.51	-3.04	172	
16	71	312	0.27	-1.19	-3.83	-0.98	3.16	179	
16	71	333	6.29	2.01	1.82	-5.31	-2.86	180	
16	71	480	1.29	-2.68	-2.76	-0.04	4.48	187	
16	80	134	-1.09	-0.30	-4.69	-2.19	7.68	194	
16	80	155	-0.16	5.15	-3.06	-2.84	-4.23	195	
16	80	302	1.08	4.71	2.09	8.02	2.88	202	
16	80	323	-0.90	-0.65	-6.66	1.44	-2.83	203	
16	80	491	-4.65	-1.47	-1.03	1.12	-2.50	211	
16	89	144	1.67	4.46	2.30	-2.00	-1.29	218	
16	89	312	5.74	1.92	5.19	-0.01	1.09	226	
16	89	459	-1.07	-4.43	1.79	3.38	3.70	233	
16	89	480	-1.97	4.81	5.17	1.94	-0.54	234	
16	98	134	-1.50	1.79	3.73	-3.38	1.96	241	
16	98	302	-2.74	-0.09	-4.26	-0.03	-0.02	249	
16	98	470	-2.71	2.39	2.23	-0.98	2.40	257	
16	98	491	-3.35	-3.31	0.65	-3.32	-2.12	258	
16	107	102	0.20	-6.24	-0.71	2.78	5.81	263	
16	107	123	0.03	0.87	2.59	0.80	-4.57	264	
16	107	270	1.87	-3.19	-1.41	0.83	4.60	271	
16	107	291	5.53	3.49	2.00	0.28	2.54	272	
16	107	459	-1.46	2.29	-5.77	6.43	6.74	280	
16	107	480	-4.36	-2.78	0.60	-5.78	-2.95	281	
16	116	92	-1.22	-3.89	-0.23	2.34	2.75	286	
16	116	113	-5.24	-3.14	0.70	-8.24	2.58	287	
16	116	281	-2.45	-3.96	-8.66	-5.62	0.08	295	
16	116	449	-1.01	3.59	1.01	11.11	-1.90	303	
16	116	470	-1.44	-4.36	-2.40	-3.17	-4.72	304	
16	125	102	-2.91	1.43	1.65	-3.09	3.02	310	
16	125	270	-1.46	2.40	1.63	6.26	-6.68	318	
16	125	291	-1.20	-5.06	0.21	-3.22	-4.10	319	
16	125	438	0.54	0.30	4.56	2.60	-2.25	326	
16	125	459	3.63	-0.69	-1.62	0.01	-8.30	327	
16	134	92	-2.35	6.19	2.47	0.48	-1.30	333	
16	134	281	-2.40	-4.79	1.65	-4.54	-4.03	342	
16	134	428	6.10	5.00	7.28	7.66	1.60	349	
16	134	449	3.45	6.44	3.44	-7.27	-3.60	350	
16	143	81	-1.08	6.34	3.91	3.17	6.28	356	
16	143	102	-3.54	-4.41	1.77	-6.76	-4.55	357	
16	143	417	-0.83	-1.68	3.23	8.86	5.60	372	
16	143	438	5.77	3.70	4.33	-7.17	-4.82	373	
16	152	71	4.83	-2.89	2.92	3.07	1.37	379	
16	152	92	-5.25	-3.24	0.54	-6.62	-3.05	380	
16	152	407	-1.22	-2.95	0.46	4.99	8.20	395	
16	152	428	3.39	9.99	1.61	-1.79	-2.84	396	
16	161	81	0.12	-2.13	1.55	-6.48	-7.96	403	
16	161	207	-1.29	-0.88	-3.54	-1.52	2.18	409	
16	161	396	-3.09	-2.40	-5.36	7.59	-0.82	418	
16	161	417	8.15	3.93	-0.74	3.83	-1.53	419	
16	170	71	1.55	0.87	-3.81	2.53	-4.69	426	
16	170	113	0.06	-3.65	1.25	2.77	3.27	428	
16	170	134	0.44	-12.93	-5.66	2.49	12.30	429	
16	170	155	5.17	-36.49	-18.83	7.44	44.25	430	
16	170	176	-4.66	-62.33	-41.05	16.04	94.55	431	
16	170	197	0.74	5.87	-5.21	41.19	135.31	432	
16	170	218	10.81	2.89	1.06	-26.68	147.17	433	
16	170	239	-2.30	-28.74	-56.80	-13.07	54.37	434	
16	170	407	5.34	3.62	0.63	-1.95	-5.94	442	
16	179	102	-2.19	-17.63	-3.05	7.03	13.94	451	
16	179	123	8.40	-11.21	0.31	17.53	144.72	452	
16	179	144	-4.84	51.24	47.55	6.33	117.29	453	
16	179	165	4.92	54.88	33.22	-0.56	43.93	454	
16	179	186	6.10	17.03	14.17	-4.39	-5.25	455	
16	179	207	-2.40	4.66	1.39	3.66	-16.65	456	
16	179	228	4.23	11.82	21.55	7.78	-7.66	457	
16	179	249	-0.69	38.18	66.53	-25.84	126.66	458	
16	179	270	-5.83	-40.58	-77.56	-27.27	111.61	459	
16	179	291	-0.90	-10.53	-21.36	-4.08	14.93	460	
16	179	459	-0.71	-2.68	-0.73	1.87	3.22	468	
16	179	480	-1.55	-6.16	0.48	2.31	9.06	469	
16	188	92	-5.40	-24.32	8.37	16.62	28.10	474	
16	188	113	17.54	64.23	14.94	23.50	65.57	475	
16	188	134	2.29	2.69	2.50	-3.23	-11.08	476	
16	188	155	-0.29	6.61	-4.96	-3.23	-21.49	477	
16	188	176	-3.87	-2.49	-4.73	-1.54	-17.82	478	
16	188	197	-6.73	-3.07	-3.51	-6.78	-4.71	479	
16	188	218	1.72	0.65	-0.32	-1.18	-4.26	480	
