143
diam	c	r	EConv0	EConv1	EConv2	OConv0	OConv1
6	3	3	3.16	3.91	5.21	0.31	1.19	44	
6	3	8	5.69	4.75	2.97	-2.86	-0.88	45	
6	3	13	3.59	2.75	4.97	-0.60	2.66	46	
6	3	18	3.17	3.53	2.45	-1.46	-0.06	47	
6	3	23	3.90	4.35	3.56	-0.49	-1.15	48	
6	3	28	0.86	4.90	6.78	4.80	-1.61	49	
6	3	33	12.17	41.18	5.45	-29.26	-31.51	50	
6	3	38	5.06	8.26	7.46	-38.37	-122.29	51	
6	3	43	-1.47	-26.26	22.45	92.59	-51.84	52	
6	7	3	4.21	4.79	1.62	0.69	-1.42	53	
6	7	8	3.10	2.63	6.02	-2.23	-6.74	54	
6	7	13	4.21	4.17	3.98	1.65	-2.40	55	
6	7	18	3.76	3.83	4.40	-1.19	0.29	56	
6	7	23	3.75	2.42	3.26	-1.72	2.07	57	
6	7	28	7.40	5.10	-1.27	-3.47	2.09	58	
6	7	33	-20.87	-40.51	-25.43	-90.14	-55.74	59	
6	7	38	10.31	-15.46	-29.08	-13.23	45.03	60	
6	7	43	-2.99	-4.53	-9.77	141.85	19.60	61	
6	11	3	3.87	2.41	4.68	-3.61	-4.83	62	
6	11	8	0.08	1.59	1.31	4.05	1.73	63	
6	11	13	3.31	1.63	3.43	-0.44	-0.88	64	
6	11	18	10.96	28.36	1.74	-13.96	-16.91	65	
6	11	23	10.39	0.54	20.94	14.17	-17.66	66	
6	11	28	10.10	1.00	4.11	-5.38	-3.76	67	
6	11	33	-15.14	7.72	22.18	-3.71	93.18	68	
6	11	38	-0.27	2.29	21.28	-83.21	-3.65	69	
6	11	43	40.41	31.42	0.25	111.57	28.56	70	
6	15	3	3.38	3.20	1.68	0.30	1.63	71	
6	15	8	2.35	4.50	3.48	2.26	-1.15	72	
6	15	13	2.55	7.50	-2.40	0.50	-0.73	73	
6	15	18	-17.28	-10.45	2.83	-69.89	-65.58	74	
6	15	23	34.56	7.92	-2.28	47.93	21.82	75	
6	15	28	5.06	13.78	5.48	-4.55	-4.87	76	
6	15	33	9.56	10.19	12.37	-49.03	-74.70	77	
6	15	38	5.50	-8.73	4.98	25.49	59.45	78	
6	15	43	14.46	12.66	-0.29	46.66	4.77	79	
6	19	3	3.16	3.99	4.77	-1.02	2.35	80	
